cpu_usage_percent,memory_usage_percent,latency_p99_ms,error_rate_percent,requests_per_second,label
20.017223,38.971485,64.79954,0.49512377,66.57173,normal
20.889366,44.191402,59.879112,1.1432717,70.08603,normal
18.609217,40.595238,78.04396,0.40978697,60.059788,normal
16.442225,38.285355,49.83005,1.1980047,61.17943,normal
20.986721,41.36147,66.29955,0.75997823,63.34901,normal
21.603878,41.652657,67.23593,0.60695463,68.19612,normal
22.478714,36.38838,79.979614,1.3687191,67.11475,normal
16.395002,38.362587,56.58851,1.6380818,64.18535,normal
24.973476,42.91709,55.56717,0.10144722,60.338856,normal
24.836464,40.93854,46.10985,0.22255693,66.49374,normal
20.334665,39.427128,71.61011,1.9847875,72.02893,normal
20.851215,39.886036,82.62505,1.6326352,69.7578,normal
19.155817,38.67859,68.586105,0.21850044,65.31706,normal
20.29573,43.283688,65.70756,1.5477802,63.869347,normal
22.350998,40.62749,85.80864,0.18166755,55.28374,normal
20.096022,33.294693,63.20417,1.8386794,61.762814,normal
20.864477,35.002903,79.897385,0.9792134,67.95015,normal
22.632275,40.60966,54.109436,0.14616859,63.256,normal
26.545195,36.991528,68.49947,0.11275407,66.88592,normal
19.928179,39.73008,67.59968,1.4333098,62.775,normal
25.53871,39.247837,55.51544,0.9452217,70.31165,normal
20.776138,39.85733,76.28024,0.24905843,63.607002,normal
17.198336,37.296925,55.407883,0.7355096,64.21132,normal
22.43373,36.7107,62.060413,1.1980592,72.6952,normal
24.370335,37.82162,70.30805,0.6173646,62.4418,normal
20.851019,36.222942,57.872837,0.5570054,72.15729,normal
17.952477,38.87581,68.95084,1.0666081,71.08742,normal
26.152409,38.987404,67.18508,0.51806927,63.733524,normal
18.834425,40.899178,52.675312,1.2980162,59.169334,normal
18.554577,38.26679,55.070507,1.8848826,70.86455,normal
20.290113,38.14443,58.543747,1.2794918,59.274452,normal
20.0167,39.61414,77.00211,0.69869894,66.624565,normal
19.243126,40.502846,69.927986,0.351806,72.17645,normal
19.565311,38.582237,81.256256,1.7017386,68.86407,normal
20.594357,43.715206,69.58103,0.02720979,64.95691,normal
24.381363,35.31593,66.14334,1.8973258,59.096447,normal
27.110882,37.06203,70.19542,1.3834922,66.87801,normal
18.010294,39.02732,33.626385,1.226718,64.34218,normal
17.769285,35.32366,67.87273,0.98851395,68.41721,normal
22.815216,36.826263,63.655586,0.015586507,65.45158,normal
17.820272,39.9981,49.68412,1.7154386,56.95387,normal
25.144995,38.747967,66.61526,1.5777491,62.153973,normal
26.686794,40.43463,62.0595,0.65170157,69.97946,normal
25.28439,39.625717,92.32879,1.8238119,60.991405,normal
20.023287,39.74881,70.32319,1.3650585,59.694984,normal
15.45995,42.370903,40.818512,0.5039554,64.5889,normal
18.138315,42.720642,66.174835,0.6289124,67.24186,normal
24.527609,41.562527,51.372913,0.5061274,61.731197,normal
28.017838,40.36975,62.08208,1.7508173,65.20541,normal
25.016674,40.341892,63.270893,1.4970148,60.627712,normal
20.429552,39.365353,56.38276,1.6945469,62.67594,normal
25.124365,41.52286,96.871254,1.1442012,58.949085,normal
19.656967,43.595093,65.08584,0.9694543,65.22272,normal
17.99705,38.775646,64.30144,1.2780629,59.111584,normal
21.577358,38.182346,76.236374,0.42566016,64.6181,normal
22.35242,41.860382,63.016045,1.2325064,66.910866,normal
22.972504,42.481052,70.21275,1.6110227,71.49902,normal
17.354324,40.971783,66.62255,1.5530746,72.628395,normal
23.787619,44.419815,52.732155,1.0103998,63.81123,normal
26.475058,41.604553,67.29119,0.7454113,66.20226,normal
21.024387,35.983402,66.81964,1.0268111,62.782494,normal
22.437056,32.44413,67.30152,0.9208147,68.63916,normal
18.856853,37.868015,67.82532,0.9483709,72.252846,normal
20.502512,41.083885,65.48566,1.776857,63.96189,normal
21.228594,41.352966,57.255356,1.5951508,73.11326,normal
20.98385,37.21021,57.32887,1.6004987,62.18085,normal
24.07744,40.170082,69.530815,1.4109414,58.820057,normal
17.32332,38.28,67.0114,0.7894812,70.696915,normal
26.131502,41.774776,70.45589,1.9268929,69.14212,normal
18.477442,37.122025,61.576557,1.599172,79.16426,normal
24.868193,39.349308,80.61218,1.403281,68.8677,normal
21.592743,39.556202,57.816925,0.8071133,56.738255,normal
23.151262,41.632984,67.82406,0.68459046,61.80277,normal
20.445826,38.33208,62.942654,1.9277852,55.304237,normal
25.142025,41.812614,89.54898,1.493702,69.5282,normal
24.362616,39.353836,56.064804,1.1562221,62.61586,normal
21.870377,39.024933,61.73396,1.6053246,66.166306,normal
19.972311,38.33363,57.81415,1.427141,66.41416,normal
23.760895,36.785664,59.665276,0.03847552,53.54142,normal
18.07108,38.229424,58.99612,1.8993979,68.14294,normal
21.268766,38.896637,64.86245,0.99897015,60.030098,normal
22.893126,41.54936,59.619415,1.6312009,52.467415,normal
21.067682,37.852764,87.37416,1.4821903,65.105446,normal
16.4316,39.8053,72.40851,1.6420826,59.657394,normal
20.854853,39.206528,54.826096,0.2816733,68.54024,normal
23.323847,37.631283,62.617504,0.37023994,62.767197,normal
25.903416,37.33547,78.433975,0.7607994,74.290535,normal
19.80054,40.793835,65.53114,1.9317516,64.470924,normal
26.464352,41.67349,56.56618,1.7797832,67.43478,normal
26.524319,40.15872,63.60612,0.5773971,56.79829,normal
24.399376,41.267097,56.367302,1.383684,64.07504,normal
24.865294,41.376938,66.458275,1.9544764,76.21576,normal
15.697957,41.2942,53.813953,0.6197536,65.18739,normal
17.58854,41.822613,69.48713,1.3522292,71.94423,normal
22.58735,36.99658,68.19618,0.27533424,57.457066,normal
19.272459,39.307922,58.955727,1.7449373,52.20292,normal
24.296312,37.87921,83.46793,0.81748205,66.51709,normal
22.227541,38.915684,53.14277,1.0528067,59.30564,normal
16.935238,40.270702,47.715164,0.036449503,68.120926,normal
21.49378,40.697086,77.41689,1.4605944,63.374294,normal
20.97214,38.126564,74.53486,1.9179939,69.383675,normal
20.999922,42.282005,67.247826,0.92855406,74.82514,normal
23.886362,39.08348,69.94968,1.1500577,69.55157,normal
24.357286,38.69503,69.09257,0.95903075,60.07619,normal
28.15619,37.85973,64.352196,0.65114546,56.65722,normal
26.825901,39.219994,64.05068,0.42019367,58.808365,normal
24.50074,41.98594,55.21833,0.7150337,64.0217,normal
21.999582,37.414898,52.817436,0.71975386,63.32782,normal
18.456438,38.795174,62.428978,0.34715867,59.516438,normal
21.252878,37.50651,74.38659,1.3872211,64.273926,normal
24.15682,38.359756,70.67174,0.2757798,70.08305,normal
22.26552,39.803955,69.18688,1.7031654,62.882587,normal
24.565678,39.12216,79.54737,0.98108965,62.778896,normal
24.246717,41.886612,54.14406,1.0126889,64.96947,normal
24.525259,40.31381,70.98317,0.45451713,62.646347,normal
23.56355,39.60086,82.89099,1.152891,63.992405,normal
21.139717,41.952774,68.28451,0.89780724,67.953964,normal
20.105345,36.45428,57.542187,1.2402458,58.983185,normal
23.568405,40.73372,94.46217,1.3358757,66.393234,normal
19.43021,37.75759,44.14946,1.444383,64.99386,normal
21.072824,36.06331,62.570633,1.7719536,59.726444,normal
21.959309,37.88727,67.32921,0.23576203,69.427704,normal
19.248682,40.13505,61.552837,0.36785015,61.25081,normal
29.625296,41.62751,55.423653,0.42569852,57.575985,normal
22.39377,38.32579,70.06732,0.27014968,70.59815,normal
24.237452,39.162285,85.636826,1.9385047,70.73754,normal
24.759909,37.408306,59.790882,1.4397107,57.179813,normal
25.418518,41.423035,74.30192,0.46216273,66.86434,normal
22.64057,40.67846,81.92395,1.1691167,68.331375,normal
26.280548,41.743523,77.67184,0.053214945,63.894398,normal
23.403666,38.282387,70.68865,1.3050839,65.512115,normal
24.524828,37.11696,63.000443,1.2241993,72.54247,normal
19.513523,36.85005,68.4475,0.7053792,66.432785,normal
20.985123,42.206295,97.32159,1.7443389,58.658535,normal
20.595963,38.775352,59.62251,0.96396255,55.90478,normal
23.83754,39.817387,75.960434,1.0236322,65.404045,normal
15.378901,40.912956,68.43223,1.2855253,64.12971,normal
19.941763,41.96376,61.12377,1.662087,73.20665,normal
27.286469,38.85651,80.35216,0.788622,61.10678,normal
25.939934,42.7282,50.701775,0.6843813,64.493004,normal
23.558498,40.13099,71.13355,0.030487237,68.11495,normal
18.697224,39.956802,67.93091,1.0291767,72.580666,normal
26.46059,36.489655,57.950413,0.7117499,60.594013,normal
17.69922,38.186478,55.547066,1.7590079,64.836716,normal
21.815962,35.74981,62.22156,1.7551483,66.84237,normal
19.7857,41.159367,45.085148,1.2579498,69.57588,normal
19.828407,40.389862,69.87195,1.3304523,63.817627,normal
20.89049,42.02048,67.55258,1.9615394,58.48201,normal
17.593788,34.191628,67.281784,1.703535,76.32081,normal
28.303722,38.123127,60.53624,1.7075481,58.442875,normal
15.349455,40.336815,64.88478,0.3174004,61.40549,normal
20.603077,44.316227,68.291145,1.5237701,64.79373,normal
17.960297,41.607693,84.16695,0.9481682,67.4311,normal
21.999588,38.490143,51.689938,1.0981603,57.94171,normal
30.006868,40.49833,55.2801,1.868812,60.723667,normal
25.392363,40.09842,67.996605,0.2102212,70.56078,normal
23.06766,39.957073,53.533604,0.49059278,68.04817,normal
21.33646,40.953716,63.06781,0.7921859,64.181915,normal
23.291618,41.151165,62.80218,1.9911628,57.917717,normal
23.796114,38.308548,76.74371,1.6255218,63.057384,normal
21.129284,39.130207,64.04027,0.3384461,64.50408,normal
24.647615,41.229538,50.243374,1.523371,69.2414,normal
19.419722,39.831665,75.215225,0.43834397,68.22231,normal
20.453354,37.891026,73.016045,1.9041191,59.436672,normal
21.937866,42.1034,76.83492,1.4125946,66.92565,normal
27.367083,40.110886,58.941093,0.95247227,58.67847,normal
19.894152,39.339973,52.617767,0.8273317,73.27508,normal
23.85847,43.27469,57.911415,0.94139785,69.455185,normal
20.966936,39.286312,58.91209,1.5754712,58.698254,normal
20.979599,41.29858,53.60764,1.7681315,62.959686,normal
23.636541,38.03045,76.371414,0.734977,68.81306,normal
22.403633,37.31792,64.76445,0.79026157,60.074467,normal
25.047703,40.117035,73.69062,0.28184322,66.014786,normal
21.693333,40.369545,66.5519,0.8511663,60.680893,normal
22.102072,42.511127,66.710045,1.8577341,63.675835,normal
19.859669,39.551685,49.949238,1.104189,70.4808,normal
23.093725,37.561974,61.335983,0.29204497,69.648056,normal
18.164858,39.754528,61.65745,0.51362807,58.205486,normal
24.601099,39.49534,65.72439,0.64894253,66.73863,normal
21.146038,40.422173,61.940334,0.005295695,63.59202,normal
19.99653,37.370697,60.864014,1.0691062,57.622807,normal
22.668123,42.174564,77.2373,0.4609522,64.90883,normal
20.976486,39.23062,65.791824,1.2514746,63.256905,normal
21.904211,40.659386,74.896225,1.2339888,70.32964,normal
17.940435,38.49712,42.39992,1.0426896,70.65471,normal
19.510263,39.513252,73.46811,1.0758768,70.83746,normal
19.7705,39.084423,74.40966,1.0015453,54.465965,normal
19.90811,39.07825,71.01872,1.8429031,67.92482,normal
28.303585,40.93618,55.99119,0.74249643,60.86401,normal
29.014992,36.21073,57.778137,0.4165569,57.183937,normal
21.062363,39.269516,55.556736,0.29302678,69.96353,normal
18.146338,37.238564,74.29017,1.6606159,62.0292,normal
28.303156,38.075294,75.8804,1.4388897,55.9057,normal
23.87371,35.911243,61.265194,1.0890808,56.163147,normal
20.107298,38.978165,54.637844,1.6158683,62.72392,normal
23.09883,41.57412,73.49972,1.5735071,59.397537,normal
19.314074,41.05244,62.363354,0.11263404,69.59464,normal
25.697638,40.48593,53.932774,0.06811486,58.152725,normal
22.19225,38.48802,79.062065,1.3228163,70.059944,normal
26.82152,40.810333,78.111946,0.98456264,55.28656,normal
24.881258,40.29829,74.72097,0.4119966,71.25983,normal
20.54914,39.401485,63.25516,0.82457167,60.525013,normal
17.435534,42.65824,77.36061,1.9474307,64.11429,normal
25.916967,41.53725,52.790203,0.8285701,67.76188,normal
23.789886,39.71906,72.86798,0.27350932,63.585003,normal
18.83186,41.70452,87.95809,1.4108562,60.156113,normal
26.225842,38.58712,63.477077,1.2506965,66.39396,normal
17.201828,39.740757,70.73345,0.40854585,52.97275,normal
21.36921,41.5945,59.0536,1.0990809,60.84841,normal
26.231712,40.042088,46.35756,1.3395536,63.170277,normal
18.642557,42.0302,60.202614,0.12586068,56.748352,normal
18.675232,38.67104,55.444557,0.5723825,66.29062,normal
20.43239,37.607746,68.37353,1.7791288,64.07449,normal
23.435976,40.831245,79.066025,1.8293984,74.34782,normal
19.708319,36.106266,65.32971,1.2795272,68.21099,normal
21.898607,40.81959,66.941666,0.06063012,59.801685,normal
25.825655,42.238564,63.08283,1.9392506,66.42832,normal
18.982996,39.92756,62.25087,0.027017662,63.933113,normal
23.994503,38.880722,80.681526,0.15810843,54.087017,normal
20.248701,39.862514,77.71023,1.8943027,62.03273,normal
19.13879,38.295033,63.67323,0.8094077,58.22424,normal
25.381168,40.79523,67.19798,1.7268804,63.900307,normal
25.457922,39.565533,74.87698,1.4611964,64.26972,normal
23.69025,39.237774,59.869316,1.6817911,62.071728,normal
19.097942,37.41189,65.41483,0.23990682,70.98089,normal
21.843363,39.491367,70.53645,1.2618902,67.772644,normal
24.364616,39.083233,71.12224,1.5363863,65.74972,normal
20.272408,35.541485,65.10983,0.8059333,59.30525,normal
21.722769,39.46002,79.80381,1.2274703,64.622284,normal
20.755257,39.373154,72.503624,1.4503813,65.921234,normal
16.600222,41.10637,45.209465,0.66726995,65.14032,normal
22.534595,39.226807,67.65541,0.80218637,63.460957,normal
21.02727,37.06232,67.607155,1.2712823,57.90048,normal
24.062654,39.707348,55.5475,0.14622709,71.23935,normal
24.564962,38.52986,88.589005,0.44091412,67.92311,normal
21.357553,34.931713,60.301075,0.9537769,61.13443,normal
28.091143,39.167244,72.21636,0.53265756,58.295822,normal
21.34071,38.70036,71.689384,1.0028412,65.81497,normal
24.087519,38.475716,61.594624,1.7356741,69.17804,normal
21.731716,41.264324,57.8174,1.2347383,69.077286,normal
20.824114,36.87917,64.41779,1.1561301,61.65794,normal
25.992615,38.1929,86.69711,0.063570745,59.404873,normal
19.284029,42.03154,60.790413,0.3821956,70.861755,normal
22.605072,43.814327,81.37267,1.4890875,70.20406,normal
20.356066,36.845173,64.808685,0.6927509,65.89319,normal
21.955135,36.89309,67.69985,1.3945782,62.794262,normal
19.86873,39.905045,70.58221,1.7026054,66.64975,normal
21.19671,36.115112,49.1859,1.9287515,63.07181,normal
22.540813,41.798958,59.64498,0.45857286,68.79684,normal
22.55689,40.243805,80.23351,0.6706583,62.566505,normal
18.267471,42.184677,64.39031,0.14697623,63.29733,normal
26.850746,38.187965,76.89649,1.4352205,56.345478,normal
24.584667,42.764206,72.55412,0.16648664,65.81496,normal
23.391785,40.936462,63.895164,1.0821768,64.99015,normal
20.684597,43.60712,66.51512,1.0676625,67.58734,normal
21.652739,34.01482,68.75943,1.0143396,61.550697,normal
19.015627,39.771744,65.72996,0.54399365,69.34494,normal
20.771585,38.076603,68.03913,0.57406074,59.365105,normal
21.402792,38.24269,68.63426,0.85557896,66.35992,normal
19.671486,40.290882,89.38928,1.7829088,66.45452,normal
19.788918,37.00663,77.36646,0.4140408,64.55336,normal
18.764284,41.082844,63.64419,1.4017308,57.171585,normal
18.191124,42.796116,84.59602,0.3071529,62.609997,normal
22.934404,38.040974,68.1216,0.417031,62.063206,normal
25.507584,40.220116,54.830994,1.681839,64.01181,normal
13.908895,41.423622,61.372787,0.85277903,73.91978,normal
18.071974,44.13521,77.50589,1.5612473,61.18943,normal
19.190075,37.96343,62.63171,1.2042997,66.78991,normal
18.815092,41.52407,79.29985,1.2956691,54.75779,normal
15.476473,38.665432,67.34438,0.21730007,65.11626,normal
19.950783,40.995766,58.949856,1.6136345,69.55511,normal
20.382912,36.226055,69.70356,0.10607693,73.815926,normal
23.251022,40.10631,71.91882,1.3940924,69.76619,normal
22.595673,37.485573,60.44958,1.4929254,58.404705,normal
20.933811,38.719536,69.40226,1.3168818,57.801956,normal
22.107769,39.91451,61.77788,1.6569432,60.482346,normal
23.383427,42.346153,69.93816,0.3523993,68.03017,normal
17.365257,43.855774,57.770752,1.0665292,72.27464,normal
17.722738,37.929474,80.591156,1.9557865,53.516163,normal
22.238962,41.029118,78.23071,1.4636488,61.36687,normal
22.21094,38.760773,67.03986,1.241108,65.63948,normal
21.397688,38.086147,55.512676,0.9187571,63.43618,normal
18.959558,38.440628,62.409756,0.9989016,70.03237,normal
19.600603,42.123535,52.072083,0.6285646,61.203003,normal
17.985525,38.135128,88.97081,1.3868066,64.75595,normal
22.967535,38.286327,82.099106,1.5306225,62.48526,normal
20.207514,38.16266,54.062374,0.4624079,63.1691,normal
24.473621,39.024483,58.953445,0.34565568,66.22238,normal
18.759398,38.701668,69.04559,0.43029878,64.33955,normal
21.390234,40.095913,63.28147,1.2257919,61.654945,normal
23.13559,39.991955,55.68494,0.6724126,71.46997,normal
23.79599,41.702908,73.46986,0.013978628,62.09704,normal
21.999588,39.54477,62.76173,0.30846962,65.558624,normal
29.646288,37.538956,72.30753,1.6775196,63.609886,normal
22.929424,37.321453,72.99449,1.5708416,64.03513,normal
25.004236,42.326195,71.40835,1.6107547,69.21906,normal
21.341751,40.40251,69.043106,1.0404892,60.645683,normal
22.134703,42.43969,57.457844,1.636613,54.641228,normal
19.214674,39.916756,69.8862,0.6811043,59.65541,normal
22.854977,41.386314,72.804955,1.4394491,70.20995,normal
21.986908,39.290905,63.020042,1.663316,65.78201,normal
19.060814,38.492393,46.4339,1.492818,66.56034,normal
25.720661,39.005844,59.679676,1.0022641,55.583042,normal
17.0941,37.7933,57.45868,1.314235,70.06059,normal
22.200506,39.673515,49.233753,1.7763392,58.96963,normal
20.110931,42.553246,76.29675,1.1405177,65.871414,normal
21.206438,36.63527,79.76567,0.53678524,63.61152,normal
25.887363,37.99767,57.605152,1.0041251,57.399162,normal
22.249577,38.93911,75.24342,1.6674192,61.49352,normal
21.147575,41.40406,87.461205,1.3678389,64.955666,normal
18.298977,34.913338,59.02858,0.58496237,65.52277,normal
21.854528,39.648685,77.469185,0.37289545,51.003616,normal
16.504751,42.743378,66.566185,1.4178925,60.825836,normal
22.094921,36.716908,74.04661,0.6033597,58.895187,normal
25.618288,39.527718,79.863976,0.730916,65.63887,normal
21.229252,41.15363,74.86428,1.4145337,64.1992,normal
27.39266,42.072865,64.792496,1.5235817,61.103706,normal
19.788416,43.942738,66.62998,0.429655,49.283863,normal
22.465773,38.54297,65.81071,0.6168919,68.63659,normal
22.77187,40.171795,61.540585,1.5644739,66.69376,normal
23.120289,37.88487,73.233604,1.4700451,65.82602,normal
26.004093,42.57781,69.66446,1.4006989,63.69647,normal
20.538515,35.05349,69.21909,0.23534298,60.574566,normal
24.820272,35.82527,47.482662,1.734608,68.476295,normal
21.401117,38.908195,62.59851,0.67393064,60.604725,normal
20.004658,39.673218,89.499016,0.8224639,61.219845,normal
28.270243,37.888226,57.68911,0.18264697,64.06697,normal
23.436333,39.055664,71.975746,0.6286297,64.10499,normal
22.908258,37.59778,85.55063,1.2285695,64.63417,normal
23.919197,40.468636,78.680046,1.7104338,62.022667,normal
22.15911,45.380856,62.730293,0.4327649,64.49688,normal
21.063164,38.2962,61.90047,0.36247042,66.9484,normal
23.958015,42.35799,79.98461,1.0564206,62.322643,normal
23.61458,41.92882,71.037384,1.4342304,68.15717,normal
20.805351,39.05741,46.44311,1.1201878,67.3084,normal
24.116468,37.28767,70.04493,1.655386,69.15424,normal
22.25537,38.658222,60.299156,0.20249861,63.48538,normal
24.062365,42.275494,65.873856,1.5987011,74.45431,normal
25.832272,37.598984,48.919434,1.7801174,60.047676,normal
17.834597,40.44988,89.828064,0.98546165,70.02457,normal
20.830492,38.877045,60.523693,0.46513826,62.700333,normal
26.943296,44.36593,66.42482,0.18383682,65.90692,normal
22.74727,40.18296,58.88463,1.6673102,59.715843,normal
26.378117,38.789616,86.56287,0.82706654,64.079056,normal
23.10401,40.69878,78.794754,0.23957615,58.203403,normal
24.617697,40.129265,69.891914,1.0114183,56.659973,normal
23.429869,40.31283,72.66006,1.2862349,58.659687,normal
18.901554,38.782078,42.72811,1.8863653,67.63945,normal
23.581272,40.216747,67.05202,1.4921337,60.664906,normal
24.1525,42.15596,50.296764,1.2674085,55.545406,normal
23.20752,38.578495,68.945175,0.6896242,56.420406,normal
21.44021,36.0935,56.039818,0.5285245,68.48415,normal
18.794067,37.08898,63.130234,0.95988035,61.08106,normal
21.29172,40.42817,86.73254,1.1997286,63.06996,normal
18.15223,40.73767,74.70856,1.6263337,66.13371,normal
24.418936,41.514305,70.44154,1.3699825,68.59246,normal
22.77367,39.662163,71.77318,0.18677875,71.362076,normal
21.015905,42.05379,69.719185,0.16270654,61.819958,normal
16.631819,36.237743,79.91897,0.9716295,62.89669,normal
23.065435,39.17865,68.64181,0.28180957,66.28372,normal
22.11436,39.194324,49.520992,0.91479087,64.0286,normal
19.20307,40.93389,69.54796,1.2162176,62.14058,normal
28.454233,39.966415,57.568462,0.9962914,59.9714,normal
19.85694,41.7582,72.15147,0.106222495,59.60805,normal
30.566696,39.862453,78.35627,1.3117328,60.61618,normal
24.538967,36.981216,66.832794,0.39349514,71.06745,normal
19.97016,36.734524,60.689022,0.6636344,73.26871,normal
27.909525,41.011395,61.859814,0.11759328,71.161255,normal
20.583147,41.375126,57.355686,0.13838835,57.919094,normal
19.07378,40.530533,63.663612,1.9715618,67.95521,normal
20.397627,41.42033,67.88896,0.5062242,64.88811,normal
20.130686,38.9588,85.01864,1.3359009,58.38452,normal
23.100494,40.151924,77.15051,1.1499612,72.751305,normal
19.465714,41.658134,42.030163,1.6178064,61.234848,normal
18.124212,39.325977,70.930176,1.6363858,61.637917,normal
20.348763,41.367435,54.147392,0.08488039,62.315777,normal
22.732676,37.36869,72.15913,0.79825824,61.945084,normal
15.575312,38.523724,72.71865,1.1931002,62.129333,normal
22.434248,41.002876,47.238075,1.6299405,58.224216,normal
19.539413,39.695816,58.67015,0.37328023,61.826477,normal
17.645102,36.39422,69.10137,0.2101476,70.42402,normal
21.711447,43.013363,58.80765,0.5419951,65.19438,normal
25.103981,35.639526,57.049843,1.1315979,66.76701,normal
22.125807,38.831696,69.10115,1.6812178,67.75629,normal
25.57668,35.127796,66.57159,0.60487473,55.147,normal
21.571663,38.497402,63.005085,0.8458332,66.31356,normal
17.807768,41.349586,79.09568,1.8085904,57.266224,normal
23.446806,39.634315,45.99232,1.0411947,67.27211,normal
27.290867,38.85939,89.58286,0.104621455,64.75996,normal
24.002472,37.55089,74.14812,1.8293537,64.1667,normal
20.870943,40.866516,77.36824,1.10405,71.62626,normal
17.92185,36.737236,62.721527,1.2263995,59.10231,normal
18.50811,39.486652,82.16148,1.2352648,62.822296,normal
19.807764,36.229156,55.569664,1.9831179,62.392166,normal
26.63873,38.19299,50.938858,1.8789104,67.367775,normal
18.779673,40.84073,93.82882,0.31524232,64.02296,normal
24.786448,37.787373,62.32236,1.9355209,61.54058,normal
25.953625,38.699924,52.149258,1.7317607,61.68704,normal
24.750513,40.018925,56.10782,0.9825177,58.240883,normal
23.939009,40.286797,66.56463,1.4094925,66.113914,normal
22.77191,41.274155,65.19925,0.048323818,70.18756,normal
23.25236,40.764175,75.98848,1.9645314,68.40617,normal
24.627674,39.70608,74.04032,1.3035477,62.329865,normal
24.474041,37.791775,72.74111,0.73963577,63.574276,normal
22.35639,41.258053,55.98012,1.5756263,62.385,normal
19.728895,38.110588,61.15831,0.4761287,69.49249,normal
24.094082,40.440285,65.6488,1.8815923,64.63441,normal
20.603762,41.775097,66.24151,1.6732187,69.44911,normal
18.637327,38.858128,65.82681,0.7423741,69.20364,normal
20.57666,43.51965,57.915665,0.2539602,61.104527,normal
23.12961,39.423363,66.5753,1.6804415,62.802933,normal
17.679348,39.939022,62.6919,1.3579001,55.822266,normal
22.25548,41.603714,75.50572,1.1702365,69.54927,normal
23.847448,38.710594,68.68239,1.1939166,71.72917,normal
24.155167,39.482224,63.267384,0.6292089,62.859627,normal
19.929905,40.650913,75.49241,0.95782757,63.310913,normal
19.199274,39.754898,59.757694,1.5209317,72.007126,normal
19.136667,38.50385,58.087627,1.0768619,64.3792,normal
20.805067,38.800785,62.816784,1.1286048,62.608513,normal
21.445312,40.9691,46.227543,0.91110677,65.8659,normal
18.890163,37.87097,57.236355,0.5960044,64.4493,normal
19.682785,37.735947,58.932056,0.23126046,61.01988,normal
24.809517,38.134007,53.195053,0.5243211,66.62808,normal
20.491028,40.7685,53.14141,0.12292872,62.652184,normal
17.594976,34.866734,61.337418,0.68379796,66.862045,normal
23.281239,36.934868,57.18022,0.45815688,64.03886,normal
22.601837,40.28244,55.9464,0.13860314,60.3716,normal
17.859362,39.43217,62.895927,1.7100475,71.32003,normal
25.30681,39.26712,53.850502,1.3157004,53.078148,normal
21.919127,38.159885,48.96459,0.9119025,59.913364,normal
17.4934,39.19932,60.29216,0.3273044,67.80153,normal
19.527094,44.90091,61.01866,0.04609348,59.81362,normal
21.93267,41.324753,77.17952,0.23523906,65.62691,normal
20.195862,37.81755,76.05478,0.78898084,73.04705,normal
20.689999,38.61807,86.02815,1.633662,63.710068,normal
30.147871,36.01658,61.19425,0.9179255,66.03033,normal
21.417881,42.963245,56.793358,0.9001177,62.495224,normal
17.826298,39.102276,74.83738,1.3929121,64.85412,normal
18.601295,39.532192,45.619358,0.39683843,65.1751,normal
25.76389,40.15257,69.41128,0.6379815,54.048576,normal
27.478363,38.870594,60.29718,0.6228029,58.85686,normal
19.997202,38.04286,66.329605,1.0784891,60.345863,normal
19.37273,41.859123,78.525246,1.8388577,65.97292,normal
23.441542,38.889915,61.960278,0.19768544,62.56549,normal
17.844795,41.705833,63.620506,1.8488932,60.758705,normal
20.677855,35.34316,81.09483,1.016374,62.431988,normal
18.352478,38.884624,55.696354,1.5426915,61.20058,normal
25.17973,42.013474,83.397156,1.313485,60.006805,normal
26.90891,36.291355,78.136024,0.5386706,58.18591,normal
17.095083,38.64656,76.774055,0.13139372,64.44825,normal
21.892513,41.23438,70.541046,0.28253096,68.815865,normal
17.808926,40.825813,52.223152,0.70854324,61.079865,normal
20.503588,42.38599,62.430824,0.037714753,70.34029,normal
20.669544,38.818565,62.45904,0.64237505,60.54644,normal
18.025467,39.940872,66.638306,1.2736477,63.965443,normal
22.623392,41.05952,49.8859,0.9599034,66.47268,normal
22.955837,39.002407,50.868553,0.9592453,60.40849,normal
17.090155,39.783085,51.163307,1.8472552,64.589,normal
21.390285,41.3737,75.72272,1.7676493,61.563427,normal
20.263206,34.77232,72.69872,1.801007,73.31964,normal
19.708364,40.40858,62.116234,1.7343258,58.545254,normal
20.508165,39.022343,55.57871,0.753561,68.949165,normal
22.624514,43.118927,66.88494,1.8986763,73.216156,normal
21.190802,41.466053,63.17163,0.50789046,72.37013,normal
18.39431,39.517586,53.990383,0.07092299,69.85879,normal
20.154646,40.489933,63.63827,0.7708446,69.01477,normal
25.995216,40.255573,76.39504,1.1712781,67.35186,normal
18.177996,39.90629,71.2111,0.018422795,70.276924,normal
21.567717,42.33327,61.475464,1.381199,58.436146,normal
16.56367,41.692245,62.88194,0.78972447,54.318794,normal
21.629196,39.591686,72.46806,1.7858773,70.87769,normal
17.53742,38.75464,62.408394,1.1642002,66.890755,normal
15.991096,39.980473,84.58613,0.21631114,65.00877,normal
21.560524,36.68173,73.086296,1.3475115,59.036694,normal
22.509954,40.966675,73.80589,1.8756442,60.955578,normal
18.296852,37.73835,87.21107,0.00669308,64.03648,normal
24.014849,38.31266,62.63351,0.4929984,63.70407,normal
25.70747,44.023365,74.34434,1.5150352,65.19542,normal
24.473427,38.69527,78.46428,1.8485345,68.00854,normal
19.836056,37.289562,61.365242,1.4119135,67.03733,normal
20.732983,40.88454,65.62959,0.5490039,53.444107,normal
19.476261,38.235588,65.71405,0.9183808,60.878998,normal
